Gene > Primary SGDID	Gene > Systematic Name	Gene > Standard Name	Gene > Name	Gene > Alias	Gene > Length
S000004049	YLR059C	REX2	Rna EXonuclease	YNT20	810
S000004050	YLR060W	FRS1	phenylalanyl (F)-tRNA Synthetase	phenylalanine--tRNA ligase subunit beta cytoplasmic phenylalanyl-tRNA synthetase beta subunit	1788
S000004051	YLR061W	RPL22A	Ribosomal Protein of the Large subunit	YL31 rp4 l1c L22e ribosomal 60S subunit protein L22A L22A	755
S000004052	YLR062C	BUD28	BUD site selection	""	378
S000004053	YLR063W	""	""	""	1098
S000004054	YLR064W	PER33	Pore and ER protein, 33 kDa	""	822
S000004055	YLR065C	ENV10	late ENdosome and Vacuole interface function	""	546
S000004056	YLR066W	SPC3	Signal Peptidase Complex	""	555
S000004057	YLR067C	PET309	PETite colonies	""	2898
S000004058	YLR068W	FYV7	Function required for Yeast Viability	""	456
S000004059	YLR069C	MEF1	Mitochondrial Elongation Factor	""	2286
S000004060	YLR070C	XYL2	""	D-xylulose reductase XYL2	1071
S000004061	YLR071C	RGR1	Resistant to Glucose Repression	MED14	3249
S000004062	YLR072W	""	""	""	2082
S000004063	YLR073C	RFU1	Regulator of Free Ubiquitin chains	""	603
S000004064	YLR074C	BUD20	BUD site selection	""	501
S000004065	YLR075W	RPL10	Ribosomal Protein of the Large subunit	L10 ribosomal 60S subunit protein L10 L16 GRC5 QSR1	666
S000004066	YLR076C	""	""	""	423
S000004067	YLR077W	FMP25	Found in Mitochondrial Proteome	BCA1	1752
S000004068	YLR078C	BOS1	Bet One Suppressor	SEC32	824
S000004069	YLR079W	SIC1	Substrate/Subunit Inhibitor of Cyclin-dependent protein kinase	SDB25	855
S000004070	YLR080W	EMP46	""	""	1335
S000004071	YLR081W	GAL2	GALactose metabolism	""	1725
S000004072	YLR082C	SRL2	Suppressor of Rad53 null Lethality	""	1179
S000004073	YLR083C	EMP70	""	p24a TMN1	2004
S000004074	YLR084C	RAX2	""	""	3663
S000004075	YLR085C	ARP6	Actin-Related Protein	""	1317
S000004076	YLR086W	SMC4	Structural Maintenance of Chromosomes	condensin subunit SMC4	4257
S000004077	YLR087C	CSF1	Cold Sensitive for Fermentation	""	8877
S000004078	YLR088W	GAA1	GPI Anchor Attachment	END2	1845
S000004079	YLR089C	ALT1	ALanine Transaminase	alanine transaminase ALT1	1779
S000004080	YLR090W	XDJ1	""	""	1380
S000004081	YLR091W	GEP5	GEnetic interactors of Prohibitins	RRG5	882
S000004082	YLR092W	SUL2	SULfate metabolism	""	2682
S000004083	YLR093C	NYV1	New Yeast V-SNARE	MAM2	903
S000004084	YLR094C	GIS3	GIg1-2 Suppressor	""	1509
S000004085	YLR095C	IOC2	Iswi One Complex	""	2439
S000004086	YLR096W	KIN2	KINase	""	3444
S000004087	YLR097C	HRT3	High level expression Reduces Ty3 transposition	SCF ubiquitin ligase complex subunit HRT3	1035
S000004088	YLR098C	CHA4	Catabolism of Hydroxy Amino acids	SIL3 SIL2	1947
S000004089	YLR099C	ICT1	Increased Copper Tolerance	lysophosphatidic acid acyltransferase ICT1	1185
S000004090	YLR100W	ERG27	ERGosterol biosynthesis	3-keto-steroid reductase	1044
S000004091	YLR101C	""	""	""	396
S000004092	YLR102C	APC9	Anaphase Promoting Complex	anaphase promoting complex subunit 9	798
S000004093	YLR103C	CDC45	Cell Division Cycle	SLD4	1953
S000004094	YLR104W	LCL2	Long Chronological Lifespan 2	""	396
S000004095	YLR105C	SEN2	Splicing ENdonuclease	tRNA splicing endonuclease subunit	1134
S000004096	YLR106C	MDN1	MiDasiN	REA1 AAA family ATPase midasin	14733
S000004097	YLR107W	REX3	Rna EXonuclease	""	1215
S000004098	YLR108C	""	""	""	1458
S000004099	YLR109W	AHP1	Alkyl HydroPeroxide reductase	cTPxIII	531
S000004100	YLR110C	CCW12	Covalently linked Cell Wall protein	""	402
S000004101	YLR111W	""	""	""	333
S000004102	YLR112W	""	""	""	420
S000004103	YLR113W	HOG1	High Osmolarity Glycerol response	SSK3	1308
S000004104	YLR114C	AVL9	Apl2 Vps1 Lethal	""	2295
S000004105	YLR115W	CFT2	Cleavage Factor Two	YDH1	2580
S000004106	YLR116W	MSL5	Mud Synthetic-Lethal	BBP	1431
S000004107	YLR117C	CLF1	Crooked neck-Like Factor	NTC77 SYF3	2064
S000004108	YLR118C	""	""	palmitoyl-(protein) hydrolase APT1	684
S000004109	YLR119W	SRN2	Suppressor of rna1-1	VPL16 VPS37 SRN10	642
S000004110	YLR120C	YPS1	YaPSin	YAP3	1710
S000004111	YLR121C	YPS3	YaPSin	YPS4	1527
S000004112	YLR122C	""	""	""	378
S000004113	YLR123C	""	""	""	330
S000004114	YLR124W	""	""	""	345
S000004115	YLR125W	""	""	""	411
S000004116	YLR126C	""	""	putative amidotransferase	756
S000004117	YLR127C	APC2	Anaphase Promoting Complex	anaphase promoting complex subunit 2 RSI1 TID2	2562
S000004118	YLR128W	DCN1	Defective in Cullin Neddylation	NEDD8 ligase DCN1	904
S000004119	YLR129W	DIP2	DOM34 Interacting Protein	UTP12	2832
S000004120	YLR130C	ZRT2	Zinc-Regulated Transporter	low-affinity Zn(2+) transporter ZRT2	1269
S000004121	YLR131C	ACE2	Activator of CUP1 Expression	""	2313
S000004122	YLR132C	USB1	U Six Biogenesis	""	873
S000004123	YLR133W	CKI1	Choline KInase	bifunctional choline kinase/ethanolamine kinase CKI1	1749
S000004124	YLR134W	PDC5	Pyruvate DeCarboxylase	indolepyruvate decarboxylase 5	1692
S000004125	YLR135W	SLX4	Synthetic Lethal of unknown (X) function	""	2247
S000004126	YLR136C	TIS11	similar to the mammalian TPA Induced Sequence gene family	CTH2	858
S000004127	YLR137W	RKM5	Ribosomal lysine (K) Methyltransferase 5	""	1104
S000004128	YLR138W	NHA1	Na+/H+ Antiporter	""	2958
S000004129	YLR139C	SLS1	Sigma Like Sequence	""	1932
S000004130	YLR140W	""	""	""	327
S000004131	YLR141W	RRN5	Regulation of RNA polymerase I	""	1092
S000004132	YLR142W	PUT1	Proline UTilization	proline dehydrogenase	1431
S000004133	YLR143W	DPH6	DiPHthamide biosynthesis	""	2058
S000004134	YLR144C	ACF2	Assembly Complementing Factor	PCA1 ENG2	2340
S000004135	YLR145W	RMP1	RNase MRP Protein	""	606
S000004136	YLR146C	SPE4	SPErmidine auxotroph	spermine synthase	903
S000004137	YLR147C	SMD3	""	Sm D3 SLT16	306
S000004138	YLR148W	PEP3	carboxyPEPtidase Y-deficient	VAM8 VPS18 VPT18	2757
S000004139	YLR149C	""	""	""	2193
S000004140	YLR150W	STM1	Suppressor of ToM1	MPT4	822
S000004141	YLR151C	PCD1	Peroxisomal Coenzyme A Diphosphatase	""	1023
S000004142	YLR152C	""	""	""	1731
S000004143	YLR153C	ACS2	Acetyl CoA Synthetase	acetate--CoA ligase ACS2	2052
S000004144	YLR154C	RNH203	RNase H	Rnh2C	333
S000004145	YLR155C	ASP3-1	ASParaginase	asparaginase ASP3-1 ASP3	1089
S000004146	YLR156W	""	""	""	345
S000004147	YLR157C	ASP3-2	ASParaginase	ASP3 asparaginase ASP3-2	1089
S000004148	YLR158C	ASP3-3	ASParaginase	ASP3 asparaginase ASP3-3	1089
S000004149	YLR159W	""	""	""	345
S000004150	YLR160C	ASP3-4	ASParaginase	asparaginase ASP3-4 ASP3	1089
S000004151	YLR161W	""	""	""	345
S000004152	YLR162W	""	""	""	357
S000004153	YLR163C	MAS1	Mitochondrial ASsembly	mitochondrial processing protease beta subunit MIF1	1389
S000004154	YLR164W	SHH4	SDH4 Homolog	protein SHH4	507
S000004155	YLR165C	PUS5	PseudoUridine Synthase	pseudouridine synthase PUS5	765
S000004156	YLR166C	SEC10	SECretory	""	2616
S000004157	YLR167W	RPS31	Ribosomal Protein of the Small subunit	S31e UBI3 RPS37 YS24 S31 S37 UB13 ubiquitin-ribosomal 40S subunit protein S31 fusion protein	459
S000004158	YLR168C	UPS2	UnProceSsed	AIM30 GEP1 MSF1 MSF1'	693
S000004159	YLR169W	""	""	""	354
S000004160	YLR170C	APS1	clathrin Associated Protein complex Small subunit	YAP19	471
S000004161	YLR171W	""	""	""	390
S000004162	YLR172C	DPH5	DiPHthamide	diphthine synthase	903
S000004163	YLR173W	""	""	""	1827
S000004164	YLR174W	IDP2	Isocitrate Dehydrogenase, NADP-specific	isocitrate dehydrogenase (NADP(+)) IDP2	1239
S000004165	YLR175W	CBF5	Centromere Binding Factor	pseudouridine synthase CBF5	1452
S000004166	YLR176C	RFX1	""	CRT1	2436
S000004167	YLR177W	""	""	""	1887
S000004168	YLR178C	TFS1	cdc25 (Twenty-Five) Suppressor	DKA1	660
S000004169	YLR179C	""	""	""	606
S000004170	YLR180W	SAM1	S-AdenosylMethionine requiring	ETH10 methionine adenosyltransferase SAM1	1149
S000004171	YLR181C	VTA1	VpsTwenty Associated	""	993
S000004172	YLR182W	SWI6	SWItching deficient	SDS11 PSL8	2412
S000004173	YLR183C	TOS4	Target Of Sbf	""	1470
S000004174	YLR184W	""	""	""	348
S000004175	YLR185W	RPL37A	Ribosomal Protein of the Large subunit	L43 L37e ribosomal 60S subunit protein L37A YL35 L37A	626
S000004176	YLR186W	EMG1	Essential for Mitotic Growth	NEP1	759
S000004177	YLR187W	SKG3	Suppressor of lethality of Kex2 Gas1 double null mutant	""	3081
S000004178	YLR188W	MDL1	MultiDrug resistance-Like	ATP-binding cassette permease MDL1	2088
S000004179	YLR189C	ATG26	AuTophaGy related	UGT51	3597
S000004180	YLR190W	MMR1	Mitochondrial Myo2p Receptor-related	""	1476
S000004181	YLR191W	PEX13	PEroXin	PAS20	1161
S000004182	YLR192C	HCR1	High-Copy suppressor of Rpg1	""	798
S000004183	YLR193C	UPS1	UnProceSsed	""	528
S000004184	YLR194C	""	""	""	765
S000004185	YLR195C	NMT1	N-Myristoyl Transferase	CDC72	1368
S000004186	YLR196W	PWP1	Periodic tryptophan (W) Protein	""	1731
S000004187	YLR197W	NOP56	NucleOlar Protein of 56.8 kDa	SIK1	1515
S000004188	YLR198C	""	""	""	360
S000004189	YLR199C	PBA1	Proteasome Biogenesis-Associated	POC1	917
S000004190	YLR200W	YKE2	Yeast ortholog of mouse KE2	GIM1 PFD6	345
S000004191	YLR201C	COQ9	COenzyme Q	FMP53	783
S000004192	YLR202C	""	""	""	443
S000004193	YLR203C	MSS51	Mitochondrial Splicing Suppressor	""	1311
S000004194	YLR204W	QRI5	""	COX24	336
S000004195	YLR205C	HMX1	HeMe oXygenase	""	954
S000004196	YLR206W	ENT2	Epsin N-Terminal homology	""	1842
S000004197	YLR207W	HRD3	HMG-coA Reductase Degradation	ubiquitin ligase complex subunit HRD3	2502
S000004198	YLR208W	SEC13	SECretory	ANU3	894
S000004199	YLR209C	PNP1	purine nucleoside phosphorylase	purine-nucleoside phosphorylase	936
S000004200	YLR210W	CLB4	CycLin B	""	1383
S000004201	YLR211C	""	""	""	740
S000004202	YLR212C	TUB4	TUBulin	""	1422
S000004203	YLR213C	CRR1	CRH-Related	""	1269
S000004204	YLR214W	FRE1	Ferric REductase	""	2061
S000004205	YLR215C	CDC123	Cell Division Cycle	""	1083
S000004206	YLR216C	CPR6	Cyclosporin-sensitive Proline Rotamase	peptidylprolyl isomerase CPR6 CYP40	1116
S000004207	YLR217W	""	""	""	324
S000004208	YLR218C	COA4	Cytochrome Oxidase Assembly factor	CMC3	453
S000004209	YLR219W	MSC3	Meiotic Sister-Chromatid recombination	""	2187
S000004210	YLR220W	CCC1	Cross-Complements Ca(2+) phenotype of csg1	""	969
S000004211	YLR221C	RSA3	RiboSome Assembly	""	663
S000004212	YLR222C	UTP13	U Three Protein	""	2454
S000004213	YLR223C	IFH1	Interacts with Fork Head	""	3258
S000004214	YLR224W	""	""	""	1110
S000004215	YLR225C	""	""	""	1224
S000004216	YLR226W	BUR2	Bypass UAS Requirement	CST4	1188
S000004217	YLR227C	ADY4	Accumulation of DYads	""	1482
S000004218	YLR228C	ECM22	ExtraCellular Mutant	""	2445
S000004219	YLR229C	CDC42	Cell Division Cycle	""	576
S000004220	YLR230W	""	""	""	306
S000004221	YLR231C	BNA5	Biosynthesis of Nicotinic Acid	kynureninase	1362
S000004222	YLR232W	""	""	""	348
S000004223	YLR233C	EST1	Ever Shorter Telomeres	""	2100
S000004224	YLR234W	TOP3	TOPoisomerase	DNA topoisomerase 3 EDR1	1971
S000004225	YLR235C	""	""	""	399
S000004226	YLR236C	""	""	""	324
S000004227	YLR237W	THI7	THIamine metabolism	THI10	1797
S000004228	YLR238W	FAR10	Factor ARrest	""	1437
S000004229	YLR239C	LIP2	LIPoyl ligase	lipoyl(octanoyl) transferase LIP2	987
S000004230	YLR240W	VPS34	Vacuolar Protein Sorting	phosphatidylinositol 3-kinase VPS34 VPS7 VPL7 END12 PEP15 VPT29 STT8	2628
S000004231	YLR241W	""	""	""	2349
S000004232	YLR242C	ARV1	ARE2 Required for Viability	""	966
S000004233	YLR243W	GPN3	Gly-Pro-Asn (N) motif	""	819
S000004234	YLR244C	MAP1	Methionine AminoPeptidase	""	1164
S000004235	YLR245C	CDD1	CytiDine Deaminase	cytidine deaminase	429
S000004236	YLR246W	ERF2	Effect on Ras Function	""	1080
S000004237	YLR247C	IRC20	Increased Recombination Centers	""	4671
S000004238	YLR248W	RCK2	Radiation sensitivity Complementing Kinase	CMK3 CLK1	1833
S000004239	YLR249W	YEF3	Yeast Elongation Factor	eEF1Bgamma TEF3 eEF3 EF-3	3135
S000004240	YLR250W	SSP120	""	""	705
S000004241	YLR251W	SYM1	Stress-inducible Yeast Mpv17	""	594
S000004242	YLR252W	""	""	""	306
S000004243	YLR253W	""	""	""	1710
S000004244	YLR254C	NDL1	NuDeL homolog	""	570
S000004245	YLR255C	""	""	""	354
S000004246	YLR256W	HAP1	Heme Activator Protein	CYP1	4509
S000004247	YLR257W	""	""	""	966
S000004248	YLR258W	GSY2	Glycogen SYnthase	glycogen (starch) synthase GSY2	2118
S000004249	YLR259C	HSP60	Heat Shock Protein	MNA2 chaperone ATPase HSP60 CPN60 MIF4	1719
S000004250	YLR260W	LCB5	Long-Chain Base	sphinganine kinase LCB5	2064
S000004251	YLR261C	VPS63	Vacuolar Protein Sorting	""	327
S000004252	YLR262C	YPT6	Yeast Protein Two	""	648
S000004253	YLR263W	RED1	REDuctional division	""	2484
S000004254	YLR264W	RPS28B	Ribosomal Protein of the Small subunit	ribosomal 40S subunit protein S28B S28B YS27 RPS33B S28e S33B	204
S000004255	YLR265C	NEJ1	Nonhomologous End-Joining defective	LIF2	1029
S000004256	YLR266C	PDR8	Pleiotropic Drug Resistance	""	2106
S000004257	YLR267W	BOP2	Bypass Of Pam1	""	1713
S000004258	YLR268W	SEC22	SECretory	SLY2 TSL26	645
S000004259	YLR269C	""	""	""	351
S000004260	YLR270W	DCS1	DeCapping Scavenger	DcpS	1053
S000004261	YLR271W	""	""	""	825
S000004262	YLR272C	YCS4	Yeast Condensin Subunit	LOC7	3531
S000004263	YLR273C	PIG1	Protein Interacting with Gsy2p	""	1947
S000004264	YLR274W	MCM5	MiniChromosome Maintenance	CDC46 BOB1	2328
S000004265	YLR275W	SMD2	""	Sm D2	423
S000004266	YLR276C	DBP9	Dead Box Protein	""	1785
S000004267	YLR277C	YSH1	Yeast Seventy-three kDa Homolog	BRR5	2340
S000004268	YLR278C	""	""	""	4026
S000004269	YLR279W	""	""	""	390
S000004270	YLR280C	""	""	""	351
S000004271	YLR281C	""	""	""	468
S000004272	YLR282C	""	""	""	342
S000004273	YLR283W	""	""	""	945
S000004274	YLR284C	ECI1	Enoyl-CoA Isomerase	dodecenoyl-CoA isomerase	843
S000004275	YLR285W	NNT1	Nicotinamide N-methylTransferase	""	786
S000004276	YLR286C	CTS1	ChiTinaSe	""	1689
S000004277	YLR287C	""	""	""	1068
S000004278	YLR287C-A	RPS30A	Ribosomal Protein of the Small subunit	S30A ribosomal 40S subunit protein S30A S30e	622
S000004279	YLR288C	MEC3	Mitosis Entry Checkpoint	PSO9 PIP3	1425
S000004280	YLR289W	GUF1	Gtpase of Unknown Function	""	1938
S000004281	YLR290C	""	""	""	834
S000004282	YLR291C	GCD7	General Control Nonderepressible	""	1146
S000004283	YLR292C	SEC72	SECretory	SEC67 SIM2	582
S000004284	YLR293C	GSP1	Genetic Suppressor of Prp20-1	CST17 CNR1	660
S000004285	YLR294C	""	""	""	330
S000004286	YLR295C	ATP14	ATP synthase	F1F0 ATP synthase subunit h	375
S000004287	YLR296W	""	""	""	327
S000004288	YLR297W	""	""	""	390
S000004289	YLR298C	YHC1	Yeast Homolog of human U1C	U1-C U1C	696
S000004290	YLR299W	ECM38	ExtraCellular Mutant	gamma-glutamyltransferase CIS2	1983
S000004291	YLR300W	EXG1	EXo-1,3-beta-Glucanase	BGL1	1347
S000004292	YLR301W	HRI1	HRr25 Interacting	""	735
S000004293	YLR302C	""	""	""	363
S000004294	YLR303W	MET17	METhionine requiring	MET25 bifunctional cysteine synthase/O-acetylhomoserine aminocarboxypropyltransferase MET17 MET15	1335
S000004295	YLR304C	ACO1	ACOnitase	GLU1 aconitate hydratase ACO1	2337
S000004296	YLR305C	STT4	STaurosporine and Temperature sensitive	1-phosphatidylinositol 4-kinase STT4	5703
S000004297	YLR306W	UBC12	UBiquitin-Conjugating	NEDD8-conjugating protein UBC12	701
S000004298	YLR307W	CDA1	Chitin DeAcetylase	chitin deacetylase CDA1	906
S000004299	YLR308W	CDA2	Chitin DeAcetylase	chitin deacetylase CDA2	939
S000004300	YLR309C	IMH1	shares with Integrins and Myosins significant Homology	SYS3	2736
S000004301	YLR310C	CDC25	Cell Division Cycle	CTN1 CDC25'	4770
S000004302	YLR311C	""	""	""	348
S000004303	YLR312C	""	""	QNQ1	1197
S000004304	YLR312W-A	MRPL15	Mitochondrial Ribosomal Protein, Large subunit	YmL15 mitochondrial 54S ribosomal protein YmL15	762
S000004305	YLR313C	SPH1	SPa2 Homolog	YLR312C-B	1593
S000004306	YLR314C	CDC3	Cell Division Cycle	septin CDC3	1563
S000004307	YLR315W	NKP2	Non-essential Kinetochore Protein	""	462
S000004308	YLR316C	TAD3	tRNA-specific Adenosine Deaminase	""	1093
S000004309	YLR317W	""	""	""	435
S000004310	YLR318W	EST2	Ever Shorter Telomeres	TERT	2655
S000004311	YLR319C	BUD6	BUD site selection	AIP3	2367
S000004312	YLR320W	MMS22	Methyl MethaneSulfonate sensitivity	SLM2	4365
S000004313	YLR321C	SFH1	Snf Five Homolog	""	1281
S000004314	YLR322W	VPS65	Vacuolar Protein Sorting	""	315
S000004315	YLR323C	CWC24	Complexed With Cef1p	""	780
S000004316	YLR324W	PEX30	PEroXisome related	""	1572
S000004317	YLR325C	RPL38	Ribosomal Protein of the Large subunit	L38 L38e ribosomal 60S subunit protein L38	237
S000004318	YLR326W	""	""	""	723
S000004319	YLR327C	TMA10	Translation Machinery Associated	SFL2 RBF9	261
S000004320	YLR328W	NMA1	Nicotinamide Mononucleotide Adenylyltransferase	nicotinamide-nucleotide adenylyltransferase NMA1	1206
S000004321	YLR329W	REC102	RECombination	""	892
S000004322	YLR330W	CHS5	CHitin Synthase-related	CAL3	2016
S000004323	YLR331C	JIP3	Jumonji domain Interacting Protein	""	378
S000004324	YLR332W	MID2	Mating pheromone-Induced Death	KAI1	1131
S000004325	YLR333C	RPS25B	Ribosomal Protein of the Small subunit	ribosomal 40S subunit protein S25B S25B S31B rp45 YS23 S25e	327
S000004326	YLR334C	""	""	""	381
S000004327	YLR335W	NUP2	NUclear Pore	""	2163
S000004328	YLR336C	SGD1	Suppressor of Glycerol Defect	""	2700
S000004329	YLR337C	VRP1	VeRProlin	YLR337W MDP2 END5 verprolin	2454
S000004330	YLR338W	OPI9	OverProducer of Inositol	""	858
S000004331	YLR339C	""	""	""	552
S000004332	YLR340W	RPP0	Ribosomal Protein P0	ribosomal protein P0 A0 RPL10E P0 L10E	939
S000004333	YLR341W	SPO77	SPOrulation	""	1434
S000004334	YLR342W	FKS1	FK506 Sensitivity	CWH53 PBR1 GSC1 ETG1 CND1	5631
S000004335	YLR343W	GAS2	Glycophospholipid-Anchored Surface protein	""	1668
S000004336	YLR344W	RPL26A	Ribosomal Protein of the Large subunit	YL33 L33A ribosomal 60S subunit protein L26A L24 L26A	831
S000004337	YLR345W	""	""	bifunctional fructose-2,6-bisphosphate 2-phosphatase/6-phosphofructo-2-kinase	1530
S000004338	YLR346C	""	""	""	306
S000004339	YLR347C	KAP95	KAryoPherin	RSL1	2586
S000004340	YLR348C	DIC1	DIcarboxylate Carrier	""	897
S000004341	YLR349W	""	""	""	507
S000004342	YLR350W	ORM2	""	""	651
S000004343	YLR351C	NIT3	NITrilase superfamily	""	876
S000004344	YLR352W	""	""	""	2424
S000004345	YLR353W	BUD8	BUD site selection	""	1812
S000004346	YLR354C	TAL1	TransALdolase	sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate transaldolase TAL1	1008
S000004347	YLR355C	ILV5	IsoLeucine-plus-Valine requiring	ketol-acid reductoisomerase	1188
S000004348	YLR356W	ATG33	AuTophaGy related	""	594
S000004349	YLR357W	RSC2	Remodel the Structure of Chromatin	""	2670
S000004350	YLR358C	""	""	""	564
S000004351	YLR359W	ADE13	ADEnine requiring	BRA1 BRA8 adenylosuccinase ADE13	1449
S000004352	YLR360W	VPS38	Vacuolar Protein Sorting	VPL17	1320
S000004353	YLR361C	DCR2	Dose-dependent Cell cycle Regulator	""	1737
S000004354	YLR362W	STE11	STErile	""	2154
S000004355	YLR363C	NMD4	Nonsense-Mediated mRNA Decay	""	657
S000004356	YLR364W	GRX8	GlutaRedoXin	glutathione-disulfide reductase GRX8	330
S000004357	YLR365W	""	""	""	333
S000004358	YLR366W	""	""	""	306
S000004359	YLR367W	RPS22B	Ribosomal Protein of the Small subunit	YS22 S22B S24B S8 rp50 ribosomal 40S subunit protein S22B	876
S000004360	YLR368W	MDM30	Mitochondrial Distribution and Morphology	SCF ubiquitin ligase complex subunit MDM30 DSG1	1797
S000004361	YLR369W	SSQ1	Stress-Seventy subfamily Q	SSH1 Hsp70 family ATPase SSQ1 SSC2	1974
S000004362	YLR370C	ARC18	ARp2/3 Complex subunit	""	537
S000004363	YLR371W	ROM2	RhO1 Multicopy suppressor	""	4071
S000004364	YLR372W	SUR4	SUppressor of Rvs161 and rvs167 mutations	SRE1 ELO3 APA1 VBM1 fatty acid elongase SUR4	1038
S000004365	YLR373C	VID22	Vacuolar Import and Degradation	""	2706
S000004366	YLR374C	""	""	""	390
S000004367	YLR375W	STP3	protein with similarity to Stp1p	""	1032
S000004368	YLR376C	PSY3	Platinum SensitivitY	""	729
S000004369	YLR377C	FBP1	Fructose-1,6-BisPhosphatase	fructose 1,6-bisphosphate 1-phosphatase ACN8	1047
S000004370	YLR378C	SEC61	SECretory	""	1443
S000004371	YLR379W	""	""	""	375
S000004372	YLR380W	CSR1	Chs5 Spa2 Rescue	SFH2	1227
S000004373	YLR381W	CTF3	Chromosome Transmission Fidelity	CHL3	2202
S000004374	YLR382C	NAM2	Nuclear Accommodation of Mitochondria	MSL1 LeuRS mitochondrial leucyl-tRNA synthetase leucine--tRNA ligase NAM2	2685
S000004375	YLR383W	SMC6	Structural Maintenance of Chromosomes	RHC18 DNA repair protein SMC6	3345
S000004376	YLR384C	IKI3	Insensitive to KIller toxin	Elongator subunit IKI3 KTI7 TOT1 ELP1	4050
S000004377	YLR385C	SWC7	SWr Complex	AWS1	399
S000004378	YLR386W	VAC14	VACuole morphology and inheritance mutant	""	2643
S000004379	YLR387C	REH1	REI1 Homologue	""	1299
S000004380	YLR388W	RPS29A	Ribosomal Protein of the Small subunit	YS29A S29A S36A S14 ribosomal 40S subunit protein S29A YS29	171
S000004381	YLR389C	STE23	STErile	""	3084
S000004382	YLR390W	ECM19	ExtraCellular Mutant	""	339
S000004384	YLR392C	ART10	Arrestin-Related Trafficking adaptors	""	1557
S000004385	YLR393W	ATP10	ATP synthase	""	840
S000004386	YLR394W	CST9	Chromosome STability	ZIP3 SUMO ligase CST9	1449
S000004387	YLR395C	COX8	Cytochrome c OXidase	cytochrome c oxidase subunit VIII	237
S000004388	YLR396C	VPS33	Vacuolar Protein Sorting	VAM5 VPT33 VPL25 CLS14 SLP1 PEP14 MET27	2076
S000004389	YLR397C	AFG2	ATPase Family Gene	AAA family ATPase AFG2 DRG1	2343
S000004390	YLR398C	SKI2	SuperKIller	""	3864
S000004391	YLR399C	BDF1	BromoDomain Factor	""	2061
S000004392	YLR400W	""	""	""	474
S000004393	YLR401C	DUS3	DihydroUridine Synthase	""	2007
S000004394	YLR402W	""	""	""	192
S000004395	YLR403W	SFP1	Split Finger Protein	[ISP(+)] [ISP+]	2052
S000004396	YLR404W	FLD1	Few Lipid Droplets	seipin SEI1	858
S000004397	YLR405W	DUS4	DihydroUridine Synthase	""	1104
S000004398	YLR406C	RPL31B	Ribosomal Protein of the Large subunit	L34B L31B ribosomal 60S subunit protein L31B L31e YL28	691
S000004399	YLR407W	""	""	""	687
S000004400	YLR408C	BLS1	BLoS1-homologue	BLB1	369
